Name,Address,Location,Country,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices
Le Coq aux Champs,"rue du Montys 71, Soheit-Tinlot, 4557, Belgium",Soheit-Tinlot,Belgium,€€€,Creative French,5.3876393,50.4714671,+3285512014,https://guide.michelin.com/en/liege/soheit-tinlot/restaurant/le-coq-aux-champs,https://www.lecoqauxchamps.be/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Hostellerie Vivendum,"Vissersstraat 2, Dilsen, 3650, Belgium",Dilsen,Belgium,€€€,"Modern Cuisine, Modern French",5.7367212,51.0332774,+3289360790,https://guide.michelin.com/en/be-limburg/dilsen/restaurant/hostellerie-vivendum,https://www.restaurant-vivendum.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Marcus,"Kleine Klijtstraat 30, Deerlijk, 8540, Belgium",Deerlijk,Belgium,€€€,Creative,3.3826144,50.8488967,+32473650773,https://guide.michelin.com/en/west-vlaanderen/deerlijk/restaurant/marcus209582,http://www.restaurantmarcus.be/,1 MICHELIN Star,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Carcasse,"Henri Christiaenlaan 5, Sint-Idesbald, 8670, Belgium",Sint-Idesbald,Belgium,€€€€,Meats and Grills,2.6111917,51.1099154,+3258517249,https://guide.michelin.com/en/west-vlaanderen/sint-idesbald/restaurant/carcasse,https://www.carcasse.be/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Sel Gris,"Zeedijk 314, Knokke, 8301, Belgium",Knokke,Belgium,€€€€,Creative,3.2563193,51.344112,+3250514937,https://guide.michelin.com/en/west-vlaanderen/knokke/restaurant/sel-gris,https://www.selgris.be/nl,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
L'Envie,"Helkijnstraat 38, Sint-Denijs, 8554, Belgium",Sint-Denijs,Belgium,€€€,Modern French,3.3705692,50.7499139,+3256221983,https://guide.michelin.com/en/west-vlaanderen/sint-denijs/restaurant/l-envie,https://www.lenvie-restaurant.be/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card"
La Belle,"Bel 162, Geel, 2440, Belgium",Geel,Belgium,€€€,Creative French,5.0637505,51.1630964,+3214708451,https://guide.michelin.com/en/antwerpen/geel/restaurant/la-belle,https://la-belle.be/,1 MICHELIN Star,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Le Cor de Chasse,"rue des Combattants 16, Wéris, 6940, Belgium",Wéris,Belgium,€€€,Creative,5.52895,50.32426,+3286211498,https://guide.michelin.com/en/be-luxembourg/wris/restaurant/le-cor-de-chasse,https://www.lecordechasse.be/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card"
Hostellerie Gilain,"rue de l'Aiguigeois 1, Sorinnes, 5503, Belgium",Sorinnes,Belgium,€€€,Modern French,5.0377695,50.2562796,+3283215742,https://guide.michelin.com/en/namur/sorinnes/restaurant/hostellerie-gilain,https://www.hostelleriegilain.com/fr/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Le Pigeon Noir,"rue Geleytsbeek 2, Uccle, 1180, Belgium",Uccle,Belgium,€€€,"Country cooking, Classic French",4.3482107,50.7920083,+3223752374,https://guide.michelin.com/en/bruxelles-capitale/uccle/restaurant/le-pigeon-noir,https://www.lepigeonnoir.be/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card"
Brasserie Julie,"Dorpsplein 3, Sint-Martens-Bodegem, 1700, Belgium",Sint-Martens-Bodegem,Belgium,€€€,"Home Cooking, Creative French",4.2126098,50.8611708,+3224600545,https://guide.michelin.com/en/vlaams-brabant/sint-martens-bodegem/restaurant/brasserie-julie,https://www.brasseriejulie.be/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Bozar Restaurant,"rue Baron Horta 3, Brussels, 1000, Belgium",Brussels,Belgium,€€€€,"Modern French, Creative",4.3598443,50.8442546,+3225030000,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/bozar-restaurant,https://bozarrestaurant.be/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Boo Raan,"Edward Verheyestraat 17, Knokke, 8300, Belgium",Knokke,Belgium,€€,"Thai, Traditional Cuisine",3.2893828,51.3397049,+32476303048,https://guide.michelin.com/en/west-vlaanderen/knokke/restaurant/boo-raan,https://booraan.be/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access"
M-Bistro,"Potterstraat 15, Nieuwpoort, 8620, Belgium",Nieuwpoort,Belgium,€€€,Modern Cuisine,2.7525755,51.129825,+3258595352,https://guide.michelin.com/en/west-vlaanderen/nieuwpoort/restaurant/m-bistro,https://www.mbistro.be/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
De Zuidkant,"Jacob van Maerlantstraat 6, Damme, 8340, Belgium",Damme,Belgium,€€€,Modern Cuisine,3.2823561,51.2517769,+3250371676,https://guide.michelin.com/en/west-vlaanderen/damme/restaurant/de-zuidkant,https://www.restaurantdezuidkant.be/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Kommilfoo,"Vlaamse Kaai 17, Antwerpen, 2000, Belgium",Antwerpen,Belgium,€€€,Creative,4.392667,51.2111875,+3232373000,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/kommilfoo,https://www.restaurantkommilfoo.be/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
Fleur de Lin,"Lokerenbaan 100, Zele, 9240, Belgium",Zele,Belgium,€€€,Modern Cuisine,4.041179,51.0760145,+3252444500,https://guide.michelin.com/en/oost-vlaanderen/zele/restaurant/fleur-de-lin,https://fleurdelin.be/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Le Gastronome,"rue de Bouillon 2, Paliseul, 6850, Belgium",Paliseul,Belgium,€€€,"Contemporary, Market Cuisine",5.1178395,49.8953387,+3261533064,https://guide.michelin.com/en/be-luxembourg/paliseul/restaurant/le-gastronome,https://www.le-gastronome.be/,1 MICHELIN Star,"Air conditioning,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card"
Au Gré du Vent,"rue de Soudromont 67, Seneffe, 7180, Belgium",Seneffe,Belgium,€€€,Market Cuisine,4.2619825,50.5161633,+3264336601,https://guide.michelin.com/en/hainaut/seneffe/restaurant/au-gre-du-vent,https://www.resto-augreduvent.be/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Le Comptoir de Marie,"rue d'Enghien 8, Mons, 7000, Belgium",Mons,Belgium,€€€,Spanish,3.951299,50.4545069,+3265872949,https://guide.michelin.com/en/hainaut/mons/restaurant/le-comptoir-de-marie,https://www.lecomptoirdemarie.be/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Guillou Campagne,"17 rue de la Résistance, Schouweiler, 4996, Luxembourg",Schouweiler,Luxembourg,€€€,Classic French,5.9556437,49.5804978,+352370008,https://guide.michelin.com/en/luxembourg/schouweiler/restaurant/guillou-campagne,https://www.guilloucampagne.lu/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Valet parking,Visa credit card"
Philippe Fauchet,"rue de Warfée 62, Saint-Georges-sur-Meuse, 4470, Belgium",Saint-Georges-sur-Meuse,Belgium,€€€€,Creative,5.3712656,50.6096505,+3242595939,https://guide.michelin.com/en/liege/saint-georges-sur-meuse/restaurant/philippe-fauchet,https://www.philippefauchet.be/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Wine in the City,"place Reine Astrid 34, Jette, 1090, Belgium",Jette,Belgium,€€€€,"Creative, Modern Cuisine",4.3240522,50.8723108,+3224200920,https://guide.michelin.com/en/bruxelles-capitale/jette/restaurant/wine-in-the-city,https://wineinthecity.be/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Zur Post,"Hauptstraße 39, Saint Vith, 4780, Belgium",Saint Vith,Belgium,€€€,Modern Cuisine,6.12611,50.28043,+3280228027,https://guide.michelin.com/en/liege/sankt-vith/restaurant/zur-post210392,https://www.hotelzurpost.be/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Bistrot du Nord,"Lange Dijkstraat 36, Antwerpen, 2060, Belgium",Antwerpen,Belgium,€€€,Traditional Cuisine,4.418618,51.227654,+3232334549,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/bistrot-du-nord,https://www.bistrotdunord.be/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Sans Cravate,"Langestraat 159, Brugge, 8000, Belgium",Brugge,Belgium,€€€€,"Creative French, Creative",3.2381662,51.2123748,+3250678310,https://guide.michelin.com/en/west-vlaanderen/brugge/restaurant/sans-cravate,https://www.sanscravate.be/nl/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Attablez-vous,"Tienne Maquet 16, Namur, 5000, Belgium",Namur,Belgium,€€€,"Creative French, Modern French",4.8540444,50.444706,+3281201023,https://guide.michelin.com/en/namur/namur/restaurant/attablez-vous,https://www.attablezvous.be/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
"Cuines,33","Smedenstraat 33, Knokke, 8300, Belgium",Knokke,Belgium,€€€€,Creative,3.2879658,51.3394371,+3250606069,https://guide.michelin.com/en/west-vlaanderen/knokke/restaurant/cuines-33,https://www.cuines33.be/nl/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Dôme,"Grote Hondstraat 2, Antwerpen, 2018, Belgium",Antwerpen,Belgium,€€€€,Classic French,4.4264854,51.2061996,+3232399003,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/dome,https://www.domeantwerp.be/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Zet'Joe by Geert Van Hecke,"Langestraat 11, Brugge, 8000, Belgium",Brugge,Belgium,€€€€,Creative French,3.2321611,51.2097162,+3250338259,https://guide.michelin.com/en/west-vlaanderen/brugge/restaurant/zet-joe-by-geert-van-hecke,https://www.zetjoe.be/en/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card"
L'impératif,"rue d'Arondeau 29, Roucourt, 7601, Belgium",Roucourt,Belgium,€€€,Seafood,3.5735123,50.5248015,+3269343070,https://guide.michelin.com/en/hainaut/roucourt/restaurant/l-imperatif,https://www.domainedarondeau.com/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Quadras,"Malmedyer Straße 53, Saint Vith, 4780, Belgium",Saint Vith,Belgium,€€€,Creative,6.12227,50.28455,+3280228022,https://guide.michelin.com/en/liege/sankt-vith/restaurant/quadras,http://www.restaurant-quadras.be/,1 MICHELIN Star,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access"
Kamo,"chaussée de Waterloo 550a, Ixelles, 1050, Belgium",Ixelles,Belgium,€€€,"Japanese, Sushi",4.361522,50.8193121,+3226487848,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/kamo,https://www.restaurant-kamo.be/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
La Canne en Ville,"avenue Louise 77, Brussels, 1000, Belgium",Brussels,Belgium,€€€€,"Modern Cuisine, Creative",4.3580416,50.8324758,+3223472926,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/la-canne-en-ville,https://lacanneenville.be/en,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Valet parking,Visa credit card"
Lettres Gourmandes,"route de Mons 52, Montignies-Saint-Christophe, 6560, Belgium",Montignies-Saint-Christophe,Belgium,€€€,"Creative French, Modern Cuisine",4.1833145,50.2854392,+3271555622,https://guide.michelin.com/en/hainaut/montignies-saint-christophe/restaurant/lettres-gourmandes,https://www.lettresgourmandes.be/,1 MICHELIN Star,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Bar Bulot,"Torhoutsesteenweg 479, Sint-Michiels, 8200, Belgium",Sint-Michiels,Belgium,€€€,"Classic Cuisine, Belgian",3.1908111,51.1858823,+3250702762,https://guide.michelin.com/en/west-vlaanderen/sint-michiels/restaurant/bar-bulot,https://barbulot.be/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
La Villa de Camille et Julien,"5 rue de Pulvermuehl, 2090, Luxembourg",,Luxembourg,€€€€,"French, Country cooking",6.1505473,49.6088878,+35228993993,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/la-villa-de-camille-et-julien,https://www.lavilla.lu/fr/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Aurum by Gary Kirchens,"Ordingen-Dorp 50, Ordingen, 3800, Belgium",Ordingen,Belgium,€€€,Modern Cuisine,5.2388049,50.8167354,+3211586818,https://guide.michelin.com/en/be-limburg/ordingen/restaurant/aurum,https://www.restaurant-aurum.be,1 MICHELIN Star,"Brunch,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Benoit en Bernard Dewitte,"Beertegemstraat 52, Ouwegem, 9750, Belgium",Ouwegem,Belgium,€€€€,Modern French,3.606346,50.9133244,+3293845652,https://guide.michelin.com/en/oost-vlaanderen/ouwegem/restaurant/benoit-en-bernard-dewitte,https://www.benoitdewitte.be/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Alain Bianchin,"Brusselsesteenweg 663, Overijse, 3090, Belgium",Overijse,Belgium,€€€€,"Creative French, Creative",4.4819428,50.793583,+3226576788,https://guide.michelin.com/en/vlaams-brabant/overijse/restaurant/alain-bianchin,https://www.alainbianchin.be/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Libertine,"Oudenaardsesteenweg 32, Erpe, 9420, Belgium",Erpe,Belgium,€€€,"French, Seasonal Cuisine",3.9900792,50.9408064,+3253410268,https://guide.michelin.com/en/oost-vlaanderen/erpe/restaurant/libertine,https://www.restaurantlibertine.be/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Le Pristine,"Lange Gasthuisstraat 13, Antwerpen, 2000, Belgium",Antwerpen,Belgium,€€€€,Italian Contemporary,4.4051934,51.2154966,+3233763376,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/le-pristine,https://www.lepristine.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Sense,"Fortenstraat 62, Waasmunster, 9250, Belgium",Waasmunster,Belgium,€€€,French,4.1029001,51.1229343,+3252397557,https://guide.michelin.com/en/oost-vlaanderen/waasmunster/restaurant/sense-1192293,https://www.restaurantsense.be/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
DIM Dining,"Vrijdagmarkt 7, Antwerpen, 2000, Belgium",Antwerpen,Belgium,€€€€,Asian,4.3992103,51.2183721,+3232262670,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/dim-dining,https://www.dimdining.be/,1 MICHELIN Star,"American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Particularly interesting wine list,Visa credit card"
't Korennaer,"Nieuwkerkenstraat 4, Nieuwkerken-Waas, 9100, Belgium",Nieuwkerken-Waas,Belgium,€€€,Modern Cuisine,4.1781069,51.1929468,+3237780845,https://guide.michelin.com/en/oost-vlaanderen/nieuwkerken-waas/restaurant/t-korennaer,http://www.korennaer.be/nl/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Tinèlle,"Goswin de Stassartstraat 90, Mechelen, 2800, Belgium",Mechelen,Belgium,€€€,French Contemporary,4.4800401,51.033948,+3215636861,https://guide.michelin.com/en/antwerpen/mechelen/restaurant/tinelle,https://tinelle.be/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Nebo,"Panamarenkoplein 5, Antwerpen, 2000, Belgium",Antwerpen,Belgium,€€€,Contemporary,4.3829209,51.2051513,+3232724500,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/nebo-1197020,https://www.restaurantnebo.be,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Fine Fleur,"Lange Gasthuisstraat 41b, Antwerpen, 2000, Belgium",Antwerpen,Belgium,€€€,Creative,4.4055878,51.2140927,+3233692636,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/fine-fleur,https://www.restaurantfinefleur.be/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Valet parking,Visa credit card,Wheelchair access"
Sushi Kawashima,"291-1 Ishikawacho, Kashihara, Nara, 634-0045, Japan",Nara,Japan,¥¥¥,Sushi,135.798021,34.483144,+81744351665,https://guide.michelin.com/en/nara-region/nara/restaurant/sushi-kawashima,,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
Oryori Hirooka,"1-7-1 Hommachi, Gojo, Nara, 637-0041, Japan",Nara,Japan,¥¥,Japanese,135.693949,34.351673,+81747224935,https://guide.michelin.com/en/nara-region/nara/restaurant/oryori-hirooka,https://www.oryori-hirooka.jp/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
GOKAN UOGIN,"6-4-13 Omiyacho, Nara, Nara, 630-8115, Japan",Nara,Japan,¥¥¥,Japanese,135.807029,34.684906,+81742366668,https://guide.michelin.com/en/nara-region/nara/restaurant/gokan-uogin,https://gokan-uogin.jp/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
communico,"2-207-1-111 Higashiikoma, Ikoma, Nara, 630-0213, Japan",Nara,Japan,¥¥¥,Innovative,135.715597,34.685921,+81743856491,https://guide.michelin.com/en/nara-region/nara/restaurant/communico,https://communico.jp/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
Ajinotabibito Roman,"2F, VIV Bldg, 2-13 Tsurumai Higashimachi, Nara, Nara, 631-0021, Japan",Nara,Japan,¥¥¥,Japanese,135.750369,34.708276,+81742476534,https://guide.michelin.com/en/nara-region/nara/restaurant/ajinotabibito-roman,,1 MICHELIN Star,"Air conditioning,Cash only,Counter dining"
Musoan,"70-7-1-2 Suimoncho, Nara, Nara, 630-8208, Japan",Nara,Japan,¥¥¥,Japanese,135.835217,34.68574,+81742230131,https://guide.michelin.com/en/nara-region/nara/restaurant/musoan,https://naramusouan.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card"
Ajinokaze Nishimura,"1023-3 Odono, Sakurai, Nara, 633-0062, Japan",Nara,Japan,¥¥¥,Japanese,135.844403,34.517969,+81744427773,https://guide.michelin.com/en/nara-region/nara/restaurant/ajinokaze-nishimura,,1 MICHELIN Star,"Air conditioning,Car park,Cash only,Counter dining"
Chugokusai Naramachi Kuko,"913-2 Kideracho, Nara, Nara, 630-8306, Japan",Nara,Japan,¥¥¥,Chinese,135.8345922,34.6745317,,https://guide.michelin.com/en/nara-region/nara/restaurant/chugokusai-naramachi-kuko,https://kuko-nara.jp/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card"
Wa Yamamura,"2-11-15 Shibatsujicho, Nara, Nara, 630-8114, Japan",Nara,Japan,¥¥¥,Japanese,135.812879,34.685875,+81742330102,https://guide.michelin.com/en/nara-region/nara/restaurant/wa-yamamura,http://www15-yamamura.sakura.ne.jp/index.html,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
Matsuki,"16-1 Higashijodocho, Nara, Nara, 630-8344, Japan",Nara,Japan,¥¥¥,Japanese,135.827548,34.678633,+81742936222,https://guide.michelin.com/en/nara-region/nara/restaurant/matsuki,http://kappou-matsuki.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card"
Okada,"26-2 Imamikadocho, Nara, Nara, 630-8374, Japan",Nara,Japan,¥¥¥,Japanese,135.8304553,34.680428,+81742938119,https://guide.michelin.com/en/nara-region/nara/restaurant/okada,https://www.okada-nara.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
Gen,"23-2 Fukuchiincho, Nara, Nara, 630-8381, Japan",Nara,Japan,¥¥¥,Soba,135.833838,34.676752,+81742276868,https://guide.michelin.com/en/nara-region/nara/restaurant/gen-1197157,,1 MICHELIN Star,"Air conditioning,Cash only,Notable sake list,Shoes must be removed"
Koikiryori Aji Manso,"2F, 2-26 Tsurumai Higashimachi, Nara, Nara, 631-0021, Japan",Nara,Japan,¥¥¥,Japanese,135.752579,34.708821,+81742474966,https://guide.michelin.com/en/nara-region/nara/restaurant/koikiryori-aji-manso,,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
La Terrasse irisée,"1-34-7 Ayameike Kita, Nara, Nara, 631-0032, Japan",Nara,Japan,¥¥¥,French,135.76067,34.698946,+81742400066,https://guide.michelin.com/en/nara-region/nara/restaurant/la-terrasse-irisee,https://laterrasse.jp/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card"
LA TRACE,"2-1-5 Omiyacho, Nara, Nara, 630-8115, Japan",Nara,Japan,¥¥¥,French,135.81716,34.682061,+81742334000,https://guide.michelin.com/en/nara-region/nara/restaurant/la-trace,http://latrace.jp/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
Inada,"1-10-16 Hikarigaoka, Ikoma, Nara, 630-0141, Japan",Nara,Japan,¥¥¥,Japanese,135.714823,34.74072,+81743780231,https://guide.michelin.com/en/nara-region/nara/restaurant/inada,https://nihonryouri-inada.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Cash only - lunch,Counter dining,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
L'AUBERGE DE PLAISANCE SAKURAI,"2217 Taie, Sakurai, Nara, 633-0044, Japan",Nara,Japan,¥¥¥,French,135.839542,34.489565,+81744490880,https://guide.michelin.com/en/nara-region/nara/restaurant/l-auberge-de-plaisance-sakurai,http://www.hiramatsuhotels.com/plaisance-sakurai/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,JCB,Mastercard credit card,Visa credit card,Wheelchair access"
Kaiseki Morimoto,"1-4-8 Yagicho, Kashihara, Nara, 634-0078, Japan",Nara,Japan,¥¥¥,Japanese,135.793285,34.509299,+81744223082,https://guide.michelin.com/en/nara-region/nara/restaurant/kaiseki-morimoto,http://www.kaiseki-morimoto.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Cash only - lunch,Counter dining,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
Imperfecto: The Chef's Table,"1124 23rd St. NW, Washington, 20037, USA",Washington,USA,$$$$,Latin American,-77.0505927,38.9039056,+12029641012,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/imperfecto-the-chef-s-table,https://www.imperfectodc.com/,1 MICHELIN Star,"Air conditioning,Counter dining,Credit card / Debit card accepted,Valet parking"
Rose’s Luxury,"717 8th St. SE, Washington, 20003, USA",Washington,USA,$$$$,Contemporary,-76.9950588,38.8806478,+12025808889,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/rose-s-luxury,https://www.rosesluxury.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Gravitas,"1401 Okie St. NE, Washington, 20002, USA",Washington,USA,$$$$,"Contemporary, American",-76.9845997,38.9146396,+12027637942,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/gravitas,https://www.gravitasdc.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Xiquet,"2404 Wisconsin Ave. NW, Washington, 20007, USA",Washington,USA,$$$$,Spanish,-77.0723834,38.9215871,+12029134671,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/xiquet,https://www.xiquetdl.com/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted"
Rooster & Owl,"2436 14th St. NW, Washington, 20009, USA",Washington,USA,$$$,"Contemporary, Fusion",-77.0321599,38.9214669,+12028133976,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/rooster-owl,https://www.roosterowl.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
