Name,Address,Location,Country,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices
Memories,"Bernhard-Simon-Strasse 2, Bad Ragaz, 7310, Switzerland",Bad Ragaz,Switzerland,€€€€,"Creative, Market Cuisine",9.5037741,47.0002941,+41813033036,https://guide.michelin.com/en/sankt-gallen-region/bad-ragaz/restaurant/memories,https://memories.ch/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Restaurant de l'Hôtel de Ville,"Rue d'Yverdon 1, Crissier, 1023, Switzerland",Crissier,Switzerland,€€€€,Classic French,6.5766897,46.553994,+41216340505,https://guide.michelin.com/en/vaud/crissier/restaurant/restaurant-de-l-hotel-de-ville,https://www.restaurantcrissier.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Schloss Schauenstein,"Schlossgass 77, Fürstenau, 7414, Switzerland",Fürstenau,Switzerland,€€€€,"Creative, Country cooking",9.4462648,46.7211969,+41816321080,https://guide.michelin.com/en/graubunden/frstenau/restaurant/schloss-schauenstein,https://schauenstein.ch/,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Cheval Blanc by Peter Knogl,"Blumenrain 8, Basel, 4001, Switzerland",Basel,Switzerland,€€€€,Classic French,7.5875706,47.5604261,+41612605007,https://guide.michelin.com/en/basel-stadt/basel/restaurant/cheval-blanc-by-peter-knogl,https://www.chevalblancbasel.com/en,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Mosu,"45 Itaewon-ro 55ga-gil, Yongsan-gu, Seoul, South Korea",Seoul,South Korea,₩₩₩₩,Innovative,126.99935,37.53644,+8227935995,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/mosu,http://mosuseoul.com,3 MICHELIN Stars,"Particularly interesting wine list,Valet parking"
Gaon,"M Floor Horim Art Center, 317 Dosan-daero, Gangnam-gu, Seoul, South Korea",Seoul,South Korea,₩₩₩₩,Korean,127.03595,37.52265,+8225459845,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/gaon,http://gaonkr.com,3 MICHELIN Stars,"Car park,Valet parking,Wheelchair access"
Chef's Table at Brooklyn Fare,"431 W. 37th St., New York, 10018, USA",New York,USA,$$$$,Contemporary,-73.9964997,40.7560823,+17182430050,https://guide.michelin.com/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,https://www.brooklynfare.com/,3 MICHELIN Stars,"Air conditioning,Counter dining,Credit card / Debit card accepted,Particularly interesting wine list,Wheelchair access"
Per Se,"10 Columbus Circle, New York, 10019, USA",New York,USA,$$$$,"Contemporary, French",-73.9825882,40.7680545,+12128239335,https://guide.michelin.com/en/new-york-state/new-york/restaurant/per-se,https://www.thomaskeller.com/perseny,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Le Bernardin,"155 W. 51st St., New York, 10019, USA",New York,USA,$$$$,Seafood,-73.98223,40.76177,+12125541515,https://guide.michelin.com/en/new-york-state/new-york/restaurant/le-bernardin,https://www.le-bernardin.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Masa,"10 Columbus Circle, New York, 10019, USA",New York,USA,$$$$,"Japanese, Sushi",-73.98234,40.76819,+12128239800,https://guide.michelin.com/en/new-york-state/new-york/restaurant/masa,https://www.masanyc.com/,3 MICHELIN Stars,"Air conditioning,Counter dining,Credit card / Debit card accepted,Notable sake list,Wheelchair access"
Eleven Madison Park,"11 Madison Ave., New York, 10010, USA",New York,USA,$$$$,"Contemporary, Innovative",-73.9872414,40.7415543,+12128890905,https://guide.michelin.com/en/new-york-state/new-york/restaurant/eleven-madison-park,https://www.elevenmadisonpark.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Kashiwaya,"2-5-18 Senriyamanishi, Suita, Osaka, 565-0851, Japan",Osaka,Japan,¥¥¥,Japanese,135.501289,34.770287,+81663862234,https://guide.michelin.com/en/osaka-region/osaka/restaurant/kashiwaya-1193128,https://jp-kashiwaya.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Notable sake list,Particularly interesting wine list,Shoes must be removed,Visa credit card"
Isshisoden Nakamura,"136 Matsushitacho, Nakagyo-ku, Kyoto, 604-8093, Japan",Kyoto,Japan,¥¥¥¥,Japanese,135.765047,35.010347,+81752215511,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/isshisoden-nakamura,http://www.kyoryori-nakamura.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card"
Mizai,"613 Maruyamacho, Higashiyama-ku, Kyoto, 605-0071, Japan",Kyoto,Japan,¥¥¥¥,Japanese,135.782364,35.002993,+81755513310,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/mizai,https://mizai.jp/,3 MICHELIN Stars,"Air conditioning,Cash only,Counter dining,Notable sake list"
Hyotei,"35 Nanzenji Kusagawacho, Sakyo-ku, Kyoto, 606-8437, Japan",Kyoto,Japan,¥¥¥¥,Japanese,135.786603,35.011328,+81757714116,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/hyotei,http://hyotei.co.jp/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card"
Maeda,"570-118 Giommachi Minamigawa, Higashiyama-ku, Kyoto, 605-0074, Japan",Kyoto,Japan,¥¥¥¥,Japanese,135.7741908,35.0015783,+81755255577,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/maeda,,3 MICHELIN Stars,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
Gion Sasaki,"566-27 Komatsucho, Higashiyama-ku, Kyoto, 605-0811, Japan",Kyoto,Japan,¥¥¥¥,Japanese,135.7750547,34.9988674,+81755515000,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-sasaki,http://gionsasaki.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card"
HAJIME,"1-9-11 Edobori, Nishi-ku, Osaka, 550-0002, Japan",Osaka,Japan,¥¥¥¥,Innovative,135.496058,34.688588,+81664476688,https://guide.michelin.com/en/osaka-region/osaka/restaurant/hajime,http://www.hajime-artistes.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Taian,"1-21-2 Shimanouchi, Chuo-ku, Osaka, 542-0082, Japan",Osaka,Japan,¥¥¥,Japanese,135.5072379,34.6733524,+81661200790,https://guide.michelin.com/en/osaka-region/osaka/restaurant/taian,,3 MICHELIN Stars,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card"
Kikunoi Honten,"459 Shimokawaracho, Higashiyama-ku, Kyoto, 605-0825, Japan",Kyoto,Japan,¥¥¥¥,Japanese,135.7821125,35.0016067,+81755610015,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/kikunoi-honten,https://kikunoi.jp/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card"
Le Palais,"17F, Palais de Chine Hotel, 3, Section 1, Chengde Road, Datong District, Taipei, 103, Taipei & Taichung",Taipei,Taipei & Taichung,$$$$,Cantonese,121.51696,25.049071,+886221819985,https://guide.michelin.com/en/taipei-region/taipei/restaurant/le-palais,https://www.palaisdechinehotel.com/en/index.php,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card,Wheelchair access"
Les Amis,"Shaw Centre, #01-16, 1 Scotts Road, 228208, Singapore",,Singapore,$$$$,French,103.83204,1.30626,+6567332225,https://guide.michelin.com/en/singapore-region/singapore/restaurant/les-amis,https://www.lesamis.com.sg/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
Odette,"National Gallery, #01-04, 1 St. Andrew's Road (entrance via Supreme Court wing's foyer), 178957, Singapore",,Singapore,$$$$,French Contemporary,103.8516,1.2896459,+6563850498,https://guide.michelin.com/en/singapore-region/singapore/restaurant/odette,http://www.odetterestaurant.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Zén,"41 Bukit Pasoh Road, 089855, Singapore",,Singapore,$$$$,European Contemporary,103.84042,1.2796271,+6592366368,https://guide.michelin.com/en/singapore-region/singapore/restaurant/zen,http://www.restaurantzen.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Maaemo,"Dronning Eufemias gate 23, Oslo, 0194, Norway",Oslo,Norway,€€€€,"Modern Cuisine, Creative",10.7586363,59.9075293,+4722179969,https://guide.michelin.com/en/oslo-region/oslo/restaurant/maaemo-1194933,http://www.maaemo.no,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Geranium,"Per Henrik Lings Allé, Parken National Stadium, Copenhagen, 2100 Ø, Denmark",Copenhagen,Denmark,€€€€,"Creative, Contemporary",12.5725289,55.7040847,+4569960020,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/geranium,https://www.geranium.dk/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
noma,"Refshalevej 96, Copenhagen, 1432 K, Denmark",Copenhagen,Denmark,€€€€,Creative,12.6106175,55.6833118,+4532963297,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/noma,https://noma.dk,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Visa credit card,Wheelchair access"
Frantzén,"Klara Norra Kyrkogata 26, Stockholm, 111 22, Sweden",Stockholm,Sweden,€€€€,Modern Cuisine,18.0597905,59.3341785,+468208580,https://guide.michelin.com/en/stockholm-region/stockholm/restaurant/frantzen,https://www.restaurantfrantzen.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Inter Scaldes,"Zandweg 2, Kruiningen, 4416 NA, Netherlands",Kruiningen,Netherlands,€€€€,Modern Cuisine,4.0241076,51.4571608,+31113381753,https://guide.michelin.com/en/zeeland/kruiningen/restaurant/inter-scaldes,https://www.interscaldes.nl,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
De Librije,"Spinhuisplein 1, Zwolle, 8011 ZZ, Netherlands",Zwolle,Netherlands,€€€€,Modern Cuisine,6.0980183,52.5153644,+31388530000,https://guide.michelin.com/en/overijssel/zwolle/restaurant/de-librije,https://www.librije.com/,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card"
Hof van Cleve,"Riemegemstraat 1, Kruishoutem, 9770, Belgium",Kruishoutem,Belgium,€€€€,Creative,3.5098648,50.9039501,+3293835848,https://guide.michelin.com/en/oost-vlaanderen/kruishoutem/restaurant/hof-van-cleve,https://hofvancleve.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Boury,"Rumbeeksesteenweg 300, Roeselare, 8800, Belgium",Roeselare,Belgium,€€€€,Creative French,3.1403981,50.9374466,+3251626462,https://guide.michelin.com/en/west-vlaanderen/roeselare/restaurant/boury,https://www.restaurantboury.be/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Zilte,"Hanzestedenplaats 5, Antwerpen, 2000, Belgium",Antwerpen,Belgium,€€€€,Creative,4.4047543,51.228828,+3232834040,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-zilte,https://www.zilte.be/,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
The Inn at Little Washington,"309 Middle St., Washington, 22747, USA",Washington,USA,$$$$,"American, French",-78.1595348,38.7134767,+15406753800,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/the-inn-at-little-washington,https://www.theinnatlittlewashington.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card"
Alinea,"1723 N. Halsted St., Chicago, 60614, USA",Chicago,USA,$$$$,"Contemporary, Creative",-87.648174,41.9132737,+13128670110,https://guide.michelin.com/en/illinois/chicago/restaurant/alinea,https://www.alinearestaurant.com/,3 MICHELIN Stars,"Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Terrace,Valet parking,Wheelchair access"
Le Pré Catelan,"Route de Suresnes - bois de Boulogne, Paris, 75016, France",Paris,France,€€€€,"Creative, Modern Cuisine",2.2507182,48.8639374,+33144144114,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-pre-catelan,https://www.leprecatelan.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Alléno Paris au Pavillon Ledoyen,"8 avenue Dutuit, Paris, 75008, France",Paris,France,€€€€,Creative,2.3164993,48.8660932,+33153051000,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alleno-paris-au-pavillon-ledoyen,https://www.yannick-alleno.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card"
Arpège,"84 rue de Varenne, Paris, 75007, France",Paris,France,€€€€,Creative,2.3169648,48.855731,+33147050906,https://guide.michelin.com/en/ile-de-france/paris/restaurant/arpege,https://www.alain-passard.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Épicure,"Le Bristol, 112 rue du Faubourg-Saint-Honoré, Paris, 75008, France",Paris,France,€€€€,Modern Cuisine,2.3143664,48.8717289,+33153434340,https://guide.michelin.com/en/ile-de-france/paris/restaurant/epicure,https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/epicure/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
Plénitude - Cheval Blanc Paris,"8 quai du Louvre, Paris, 75001, France",Paris,France,€€€€,Creative,2.3421588,48.8588148,+33179355011,https://guide.michelin.com/en/ile-de-france/paris/restaurant/plenitude-cheval-blanc-paris,https://www.chevalblanc.com/en/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Le Cinq,"Four Seasons George V, 31 avenue George-V, Paris, 75008, France",Paris,France,€€€€,Modern Cuisine,2.3008612,48.8687604,+33149527154,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-cinq6102,https://www.fourseasons.com/paris/dining/restaurants/le_cinq/?seo=google_local_par2_emea,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
Christopher Coutanceau,"Plage de la Concurrence, La Rochelle, 17000, France",La Rochelle,France,€€€€,Seafood,-1.1609135,46.1557284,+33546414819,https://guide.michelin.com/en/nouvelle-aquitaine/la-rochelle/restaurant/christopher-coutanceau,https://www.coutanceaularochelle.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Pic,"285 avenue Victor-Hugo, Valence, 26000, France",Valence,France,€€€€,Creative,4.8854965,44.9177848,+33475441532,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/pic,https://anne-sophie-pic.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Kei,"5 rue du Coq-Héron, Paris, 75001, France",Paris,France,€€€€,Modern Cuisine,2.3422847,48.8643947,+33142331474,https://guide.michelin.com/en/ile-de-france/paris/restaurant/kei,https://www.restaurant-kei.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Maison Lameloise,"36 place d'Armes, Chagny, 71150, France",Chagny,France,€€€€,Modern Cuisine,4.7530169,46.9079964,+33385876565,https://guide.michelin.com/en/bourgogne-franche-comte/chagny/restaurant/maison-lameloise,https://www.lameloise.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Pierre Gagnaire,"6 rue Balzac, Paris, 75008, France",Paris,France,€€€€,Creative,2.3003862,48.8732506,+33158361250,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pierre-gagnaire6112,https://pierregagnaire.com/restaurants/pierre_gagnaire,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Flocons de Sel,"1775 route du Leutaz, Le Leutaz, Megève, 74120, France",Megève,France,€€€€,Creative,6.60007,45.82354,+33450214999,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/flocons-de-sel,https://www.floconsdesel.com/fr/,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
Le Clos des Sens,"13 rue Jean-Mermoz - à Annecy-le-Vieux, Annecy, 74940, France",Annecy,France,€€€€,Creative,6.1442973,45.9180547,+33450230790,https://guide.michelin.com/en/auvergne-rhone-alpes/annecy/restaurant/le-clos-des-sens,https://www.closdessens.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
L'Oustau de Baumanière,"Mas de Baumanière, Les Baux-de-Provence, 13520, France",Les Baux-de-Provence,France,€€€€,Creative,4.7873628,43.7402659,+33490543307,https://guide.michelin.com/en/provence-alpes-cote-dazur/les-baux-de-provence/restaurant/l-oustau-de-baumaniere,https://www.baumaniere.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
La Vague d'Or - Cheval Blanc St-Tropez,"Plage de la Bouillabaisse, Saint-Tropez, 83990, France",Saint-Tropez,France,€€€€,"Creative, Modern Cuisine",6.6261535,43.2665849,+33494559100,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/la-vague-d-or-cheval-blanc-st-tropez,https://www.chevalblanc.com/en/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
Troisgros - Le Bois sans Feuilles,"728 route de Villerest, Ouches, 42155, France",Ouches,France,€€€€,Creative,3.99236,46.01033,+33477716697,https://guide.michelin.com/en/auvergne-rhone-alpes/ouches/restaurant/troisgros-le-bois-sans-feuilles,https://www.troisgros.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Christophe Bacquié,"3001 route des Hauts-du-Camp, au Circuit Paul Ricard, Le Castellet, 83330, France",Le Castellet,France,€€€€,Modern Cuisine,5.7835029,43.2502823,+33494982969,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-castellet/restaurant/christophe-bacquie,https://www.hotelducastellet.net/fr/restaurants/restaurant-christophe-bacquie.html,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Assiette Champenoise,"40 avenue Paul-Vaillant-Couturier, à Tinqueux, Reims, 51430, France",Reims,France,€€€€,Creative,4.0040608,49.2476571,+33326846464,https://guide.michelin.com/en/grand-est/reims/restaurant/assiette-champenoise,https://www.assiettechampenoise.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
La Villa Madie,"Avenue du Revestel, Cassis, 13260, France",Cassis,France,€€€€,"Creative, Mediterranean Cuisine",5.544944,43.2110889,+33496180000,https://guide.michelin.com/en/provence-alpes-cote-dazur/cassis/restaurant/la-villa-madie,https://lavillamadie.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
Le 1947 à Cheval Blanc,"Le Jardin Alpin, Courchevel 1850, Courchevel, 73120, France",Courchevel,France,€€€€,"Creative, Modern Cuisine",6.6338696,45.4094877,+33479005050,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-1947,https://www.chevalblanc.com/fr/maison/courchevel/,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Georges Blanc,"Place du Marché, Vonnas, 01540, France",Vonnas,France,€€€€,Classic Cuisine,4.989383,46.219982,+33474509090,https://guide.michelin.com/en/auvergne-rhone-alpes/vonnas/restaurant/georges-blanc,https://www.georgesblanc.com/fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Régis et Jacques Marcon,"Larsiallas, Saint-Bonnet-le-Froid, 43290, France",Saint-Bonnet-le-Froid,France,€€€€,Creative,4.4342679,45.1386734,+33471599372,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-bonnet-le-froid/restaurant/regis-et-jacques-marcon,https://www.lesmaisonsmarcon.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
AM par Alexandre Mazzia,"9 rue François-Rocca, Marseille, 13008, France",Marseille,France,€€€€,Creative,5.3862325,43.2701104,+33491248363,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/am-par-alexandre-mazzia,https://www.alexandre-mazzia.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
Mirazur,"30 avenue Aristide-Briand, Menton, 06500, France",Menton,France,€€€€,Creative,7.5281451,43.7860241,+33492418686,https://guide.michelin.com/en/provence-alpes-cote-dazur/menton/restaurant/mirazur,https://www.mirazur.fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Auberge du Vieux Puits,"5 avenue Saint-Victor, Fontjoncouse, 11360, France",Fontjoncouse,France,€€€€,Creative,2.7893292,43.0481728,+33468440737,https://guide.michelin.com/en/occitanie/fontjoncouse/restaurant/auberge-du-vieux-puits,https://www.aubergeduvieuxpuits.fr/fr/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Le Louis XV - Alain Ducasse à l'Hôtel de Paris,"Place du Casino, Monaco, 98000, France",Monaco,France,€€€€,"Mediterranean Cuisine, Modern Cuisine",7.4271047,43.7391839,+37798068864,https://guide.michelin.com/en/monaco-region/monaco/restaurant/le-louis-xv-alain-ducasse-a-l-hotel-de-paris,https://www.ducasse-paris.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card,Wheelchair access"
L'Ambroisie,"9 place des Vosges, Paris, 75004, France",Paris,France,€€€€,Classic Cuisine,2.3645215,48.855494,+33142785145,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-ambroisie,https://www.ambroisie-paris.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Guy Savoy,"11 quai de Conti, Paris, 75006, France",Paris,France,€€€€,Creative,2.3391955,48.8566248,+33143804061,https://guide.michelin.com/en/ile-de-france/paris/restaurant/guy-savoy,https://www.guysavoy.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
